Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,769,1,15,69,78,23,102,33,19,11,25540,212,87,116,8,693,784,74,7,
2013,778,1,16,72,86,24,103,31,22,14,25626,216,90,118,8,698,799,86,4,
2014,802,1,22,72,93,24,101,33,23,15,25415,164,67,87,9,734,811,83,3,
2015,834,1,25,72,97,24,107,34,26,17,27074,154,61,83,9,738,819,94,4,
2016,848,1,31,75,106,23,107,38,26,15,27719,149,50,84,15,756,837,87,4,
2017,850,1,30,75,106,23,106,38,25,14,27745,151,50,85,15,757,838,89,4,
2018,855,1,31,76,107,23,106,38,25,15,27821,153,50,86,15,760,840,91,4,
2019,859,1,31,76,108,23,107,39,25,15,27898,155,50,88,16,762,842,94,4,
2020,864,1,31,77,109,23,107,39,25,15,27975,156,50,89,16,764,844,96,4,
2021,868,1,31,78,110,23,107,40,25,15,28051,158,50,91,17,767,846,99,4,
