Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,192,2,6,35,30,3,29,10,9,3,15204,97,14,74,8,645,804,57,7,
2013,189,2,5,31,31,3,29,10,8,5,16038,96,16,73,6,635,809,63,7,
2014,185,2,5,29,29,3,29,10,6,5,15655,87,18,61,6,659,811,78,6,
2015,201,2,4,28,32,4,36,10,4,6,15661,93,17,68,7,672,820,77,6,
2016,197,2,3,29,33,4,35,8,5,6,15920,115,25,82,7,681,815,84,10,
2017,195,2,3,29,32,3,33,8,5,5,15994,116,25,83,7,681,816,86,10,
2018,197,2,3,29,33,3,34,8,5,6,16035,117,25,84,7,683,818,88,10,
2019,198,2,3,29,33,3,34,8,5,6,16079,119,25,85,7,685,820,91,10,
2020,199,2,3,30,33,3,34,8,5,6,16123,120,25,87,7,687,821,94,11,
2021,200,2,3,30,34,3,34,8,5,6,16168,122,25,88,8,689,823,96,11,
