Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,44,2,1,12,1,2,5,1,3,1,2492,128,36,86,5,703,750,47,3,
2013,49,2,1,17,1,2,4,1,2,1,2345,137,43,89,5,689,764,45,3,
2014,49,2,1,14,1,2,6,1,3,1,2643,102,18,74,9,668,747,54,4,
2015,54,2,1,18,1,1,6,1,3,1,3144,113,25,84,3,618,686,38,1,
2016,56,2,1,22,1,1,8,1,3,2,3316,85,22,60,3,604,690,38,1,
2017,55,2,1,21,1,1,8,1,2,2,3313,85,21,60,3,612,695,39,1,
2018,56,2,1,21,1,1,8,1,2,2,3321,86,21,61,3,613,696,40,1,
2019,56,2,1,21,1,1,8,1,2,2,3330,87,21,62,3,615,698,41,1,
2020,56,2,1,21,1,1,8,1,2,2,3339,88,21,63,3,617,699,43,1,
2021,56,2,1,21,1,1,8,1,2,2,3348,89,21,64,3,619,701,44,1,
