Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,33,1,1,3,1,4,2,1,2,4,2312,90,25,61,3,681,804,47,5,
2013,35,1,1,3,1,4,2,1,2,4,2184,77,22,51,3,696,802,40,5,
2014,33,1,1,3,1,3,2,1,2,3,2293,78,20,55,2,684,790,44,1,
2015,32,1,1,3,1,3,2,1,2,5,2067,87,27,55,4,686,792,44,1,
2016,32,1,1,3,1,3,2,1,2,5,1908,79,24,53,1,724,799,48,1,
2017,32,1,1,3,1,3,2,1,1,4,1921,79,23,53,1,726,800,49,1,
2018,32,1,1,3,1,3,2,1,1,4,1926,80,23,54,1,728,802,50,1,
2019,32,1,1,3,1,3,2,1,1,4,1931,81,23,55,1,730,804,52,1,
2020,32,1,1,3,1,3,2,1,1,4,1936,82,23,56,1,732,806,53,1,
2021,32,1,1,3,1,3,2,1,1,4,1942,83,23,57,1,734,807,55,1,
