Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,279,4,12,18,32,24,41,4,10,3,19427,276,80,165,31,696,800,36,3,
2013,268,4,10,15,37,22,40,3,10,2,19453,246,68,153,25,699,806,39,4,
2014,277,3,8,18,39,23,43,3,11,2,19682,260,73,166,20,700,804,36,4,
2015,289,4,9,17,41,22,46,3,12,2,19494,275,79,169,25,702,808,38,4,
2016,271,4,9,14,37,21,44,2,12,2,19567,257,70,157,29,703,807,36,3,
2017,271,3,8,14,37,21,43,2,11,2,19650,259,69,159,29,705,808,36,3,
2018,272,3,9,14,37,21,43,2,11,2,19701,263,69,162,30,707,810,38,3,
2019,274,3,9,14,37,21,43,2,11,2,19755,266,69,164,31,709,812,39,3,
2020,275,3,9,14,38,21,44,2,11,2,19810,269,69,167,32,711,814,40,3,
2021,277,3,9,14,38,21,44,2,11,2,19864,272,69,170,33,713,815,41,3,
