Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,2,1,1,1,1,1,1,1,1,1,510,233,98,123,11,729,845,50,1,
2013,2,1,1,1,1,1,1,1,1,1,600,191,80,103,8,681,821,48,1,
2014,2,1,1,1,1,1,1,1,1,1,580,236,100,124,12,658,806,41,1,
2015,2,1,1,1,1,1,1,1,1,1,598,229,91,130,6,662,807,38,1,
2016,1,1,1,1,1,1,1,1,1,1,632,189,69,106,14,683,799,31,1,
2017,1,1,1,1,1,1,1,1,1,1,632,191,69,107,14,684,800,32,1,
2018,1,1,1,1,1,1,1,1,1,1,634,193,69,109,15,686,802,32,1,
2019,1,1,1,1,1,1,1,1,1,1,636,196,69,111,15,688,804,33,1,
2020,1,1,1,1,1,1,1,1,1,1,637,198,69,112,16,690,806,34,1,
2021,1,1,1,1,1,1,1,1,1,1,639,201,69,114,16,692,808,35,1,
