Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,200,1,7,47,14,4,34,11,7,4,16318,52,19,27,5,633,726,28,1,
2013,218,1,7,44,13,6,39,14,7,5,16579,54,21,26,5,638,736,26,1,
2014,222,1,8,42,15,6,38,13,8,6,17390,54,23,26,5,621,728,31,1,
2015,222,1,10,44,16,5,40,14,8,6,17869,32,13,17,1,621,728,33,1,
2016,225,2,10,42,16,5,40,16,7,6,18670,32,10,18,3,614,737,31,1,
2017,228,2,9,42,16,5,40,16,6,6,18611,33,10,18,3,616,738,31,1,
2018,229,2,9,42,16,5,40,16,6,6,18671,33,10,18,3,617,740,32,1,
2019,230,2,9,42,16,5,40,16,6,6,18722,33,10,19,3,619,742,33,1,
2020,231,2,10,43,16,5,40,16,6,6,18773,34,10,19,3,621,743,34,1,
2021,232,2,10,43,16,5,40,16,6,6,18825,34,10,19,3,623,745,35,1,
