Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,10,1,1,3,1,1,1,1,1,1,2001,24,1,13,10,568,663,13,3,
2013,11,1,1,3,1,1,1,1,1,1,1726,148,34,88,26,644,747,22,4,
2014,12,1,1,4,1,1,1,1,1,1,1628,234,51,133,49,724,791,22,6,
2015,14,1,1,6,1,1,1,1,1,1,1782,213,42,136,34,729,793,19,1,
2016,11,1,1,5,1,1,1,1,1,1,1722,267,40,181,45,774,822,41,1,
2017,10,1,1,4,1,1,1,1,1,1,1729,271,40,183,47,775,823,42,1,
2018,10,1,1,4,1,1,1,1,1,1,1732,274,40,186,48,778,825,43,1,
2019,10,1,1,4,1,1,1,1,1,1,1737,277,40,189,50,780,827,44,1,
2020,11,1,1,4,1,1,1,1,1,1,1742,281,40,192,51,782,829,46,1,
2021,11,1,1,4,1,1,1,1,1,1,1747,284,40,196,52,785,831,47,1,
