Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,84,1,1,4,1,3,5,7,9,38,2793,285,141,140,4,576,726,66,1,
2013,81,1,1,4,1,3,4,7,8,37,2580,276,121,143,12,596,760,76,1,
2014,81,1,1,4,1,3,4,7,8,38,2317,255,109,131,14,657,771,66,1,
2015,83,1,1,4,1,3,7,6,10,40,2270,219,101,101,16,676,750,88,1,
2016,91,1,1,5,1,4,6,7,10,42,2354,186,63,104,19,700,802,110,1,
2017,92,1,1,5,1,4,5,7,9,42,2352,190,63,107,19,699,805,111,1,
2018,92,1,1,5,1,4,5,7,9,42,2360,192,63,108,20,702,807,115,1,
2019,92,1,1,5,1,4,5,7,9,43,2366,194,63,110,20,704,808,118,1,
2020,93,1,1,5,1,4,5,7,9,43,2373,197,63,112,21,706,810,121,1,
2021,93,1,1,5,1,4,5,7,9,44,2379,199,63,114,21,708,812,125,1,
