Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,29,1,2,7,3,1,3,2,3,1,1902,86,34,43,8,722,803,51,1,
2013,33,1,2,8,3,1,4,2,3,1,1890,114,44,57,12,727,810,58,1,
2014,30,1,2,7,3,1,3,2,3,1,2038,122,57,52,11,706,793,50,1,
2015,32,1,2,7,4,1,3,3,3,1,2136,133,57,63,13,681,765,68,1,
2016,31,1,2,7,4,1,3,2,3,1,2089,133,61,58,13,695,792,60,1,
2017,31,1,2,7,3,1,3,1,2,1,2093,133,61,58,13,700,795,61,1,
2018,31,1,2,7,3,1,3,1,2,1,2099,135,61,59,13,702,797,62,1,
2019,31,1,2,7,3,1,3,1,2,1,2105,137,61,60,14,704,799,64,1,
2020,31,1,2,7,4,1,3,1,2,1,2111,138,61,61,14,706,800,66,1,
2021,31,1,2,7,4,1,3,2,2,1,2116,140,61,62,15,708,802,68,1,
