Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,405,1,11,56,65,2,63,18,10,5,13924,48,9,32,6,667,784,38,1,
2013,414,1,10,59,60,2,68,17,12,5,13708,34,4,25,4,666,794,46,2,
2014,416,1,13,63,60,3,67,16,12,5,13996,49,5,38,6,663,797,33,2,
2015,427,1,12,61,60,2,75,15,12,3,13884,51,4,40,7,675,806,35,2,
2016,426,1,10,59,58,3,69,15,12,5,13987,67,18,42,7,672,798,46,2,
2017,425,1,10,59,58,3,68,15,11,5,14028,67,18,42,7,672,799,47,2,
2018,428,1,10,60,59,3,68,15,11,5,14067,68,18,43,7,674,801,48,2,
2019,430,1,10,60,59,3,68,15,11,5,14105,69,18,44,7,676,802,49,2,
2020,432,1,10,60,60,3,68,15,11,5,14144,70,18,44,7,678,804,51,2,
2021,435,1,10,61,60,3,68,16,11,5,14183,71,18,45,7,680,806,52,2,
