Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,19,1,1,4,1,1,1,1,2,2,1083,131,85,31,13,622,726,26,1,
2013,19,1,1,2,1,1,1,1,2,2,1093,129,96,25,6,624,723,28,1,
2014,18,1,1,2,1,1,1,1,2,1,909,157,116,33,7,685,753,36,1,
2015,21,1,1,3,1,1,1,1,2,1,906,172,129,43,1,692,752,81,1,
2016,19,1,1,3,1,1,1,1,2,1,859,171,116,54,1,686,753,88,1,
2017,18,1,1,2,1,1,1,1,1,1,857,172,115,54,1,687,754,87,1,
2018,18,1,1,2,1,1,1,1,1,1,859,174,115,55,1,689,756,90,1,
2019,18,1,1,2,1,1,1,1,1,1,862,177,115,56,1,691,758,92,1,
2020,19,1,1,2,1,1,1,1,1,1,864,179,115,57,1,693,759,95,1,
2021,19,1,1,2,1,1,1,1,1,1,867,181,115,58,1,695,761,98,1,
