Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,8,1,1,1,1,1,1,1,1,1,119,1,1,1,1,563,840,134,1,
2013,7,1,1,1,1,1,1,1,1,1,137,1,1,1,1,620,854,131,1,
2014,8,1,1,1,1,1,1,1,1,1,143,1,1,1,1,671,860,111,1,
2015,8,1,1,1,1,1,1,1,1,1,133,1,1,1,1,781,894,150,1,
2016,8,1,1,1,1,1,1,1,1,1,114,61,1,61,1,842,938,43,1,
2017,8,1,1,1,1,1,1,1,1,1,114,62,1,62,1,827,937,43,1,
2018,8,1,1,1,1,1,1,1,1,1,114,63,1,63,1,831,940,45,1,
2019,8,1,1,1,1,1,1,1,1,1,114,64,1,64,1,834,942,46,1,
2020,8,1,1,1,1,1,1,1,1,1,115,64,1,65,1,836,944,47,1,
2021,8,1,1,1,1,1,1,1,1,1,115,65,1,66,1,839,946,48,1,
