Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,490,1,28,40,49,17,116,27,34,17,29973,37,8,23,5,663,749,71,1,
2013,496,1,26,41,45,19,118,30,34,13,30195,45,12,26,6,673,749,68,1,
2014,520,1,26,47,46,20,126,30,31,15,31225,46,12,29,4,671,755,65,1,
2015,526,1,26,40,54,17,132,31,28,14,32014,44,16,23,4,664,750,57,1,
2016,558,1,27,45,54,18,141,35,30,19,32439,43,14,25,3,663,750,58,2,
2017,562,1,27,46,53,18,140,35,30,19,32461,43,13,25,3,666,752,60,2,
2018,565,1,27,46,54,18,141,35,30,19,32559,44,13,26,3,668,753,61,2,
2019,568,1,27,47,54,18,141,36,30,19,32647,44,13,26,3,670,755,63,2,
2020,571,1,27,47,55,18,141,36,29,20,32737,45,13,26,3,671,757,65,2,
2021,574,1,28,48,55,18,142,37,29,20,32827,45,13,27,3,673,758,67,2,
