Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,11,1,3,1,1,1,1,1,1,1,238,226,84,142,1,857,857,155,1,
2013,12,1,3,1,1,1,1,1,1,1,241,331,95,195,41,842,854,145,1,
2014,13,1,3,1,1,1,1,1,1,1,231,164,8,103,51,922,939,177,1,
2015,13,1,3,1,1,1,1,1,1,1,268,179,7,111,59,914,929,164,1,
2016,10,1,3,1,1,1,1,1,1,1,203,177,9,108,59,852,871,216,1,
2017,10,1,3,1,1,1,1,1,1,1,202,177,9,109,60,855,873,223,1,
2018,10,1,3,1,1,1,1,1,1,1,203,180,9,111,62,858,875,229,1,
2019,10,1,3,1,1,1,1,1,1,1,203,182,9,112,63,860,877,235,1,
2020,10,1,3,1,1,1,1,1,1,1,204,184,9,114,65,863,879,242,1,
2021,10,1,3,1,1,1,1,1,1,1,205,187,9,116,67,865,881,249,1,
