Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,277,1,9,25,27,9,51,8,5,9,28557,216,80,120,15,668,801,66,4,
2013,307,1,11,30,29,8,56,9,6,11,30696,245,88,140,17,673,806,78,3,
2014,311,1,10,32,31,9,54,9,6,11,32629,243,87,136,18,675,802,82,4,
2015,336,1,12,33,34,9,60,11,6,11,34484,252,91,140,21,678,797,87,3,
2016,358,1,14,34,40,8,66,11,7,11,36488,233,81,133,19,679,789,84,3,
2017,358,1,13,34,40,8,65,10,6,11,36592,235,81,135,19,680,791,86,3,
2018,360,1,13,34,40,8,65,11,6,11,36687,238,81,137,20,682,792,88,3,
2019,361,1,14,34,40,8,65,11,6,11,36788,241,81,139,20,684,794,91,3,
2020,363,1,14,35,41,8,65,11,6,11,36890,244,81,141,21,686,796,93,3,
2021,365,1,14,35,41,8,66,11,6,11,36991,247,81,144,21,689,798,96,3,
