Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,1054,1,23,76,233,28,275,55,43,10,29283,178,46,109,21,726,826,102,1,
2013,1061,1,23,81,223,25,282,55,46,10,29404,189,48,115,25,724,820,89,1,
2014,1077,1,27,81,228,26,280,53,48,9,29918,189,49,115,25,727,812,85,1,
2015,1094,1,28,77,237,29,278,59,52,10,30098,189,53,110,24,727,807,85,1,
2016,1089,1,29,77,239,25,282,62,47,9,31156,197,58,114,23,719,811,83,1,
2017,1095,1,29,78,240,24,283,61,46,8,31228,199,57,116,23,721,813,85,1,
2018,1100,1,29,78,242,24,283,62,46,9,31316,202,57,118,24,723,815,87,1,
2019,1106,1,29,79,244,24,284,63,46,9,31402,204,57,119,25,725,816,90,1,
2020,1112,1,29,80,246,24,285,64,45,9,31488,207,57,121,25,727,818,92,1,
2021,1118,1,30,80,249,24,285,65,45,9,31575,209,57,123,26,729,820,95,1,
