Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,7,1,1,1,1,1,1,1,1,1,202,99,1,74,24,638,797,1,1,
2013,6,1,1,1,1,1,1,1,1,1,227,96,1,70,26,687,859,1,1,
2014,7,1,1,1,1,1,1,1,1,1,292,85,1,65,20,654,821,1,1,
2015,8,1,1,2,1,1,1,1,1,1,271,151,29,99,22,730,856,33,1,
2016,8,1,1,2,1,1,1,1,1,1,301,149,33,96,19,757,880,29,1,
2017,7,1,1,1,1,1,1,1,1,1,295,154,28,98,19,748,878,25,1,
2018,7,1,1,1,1,1,1,1,1,1,296,156,28,99,20,751,881,26,1,
2019,7,1,1,1,1,1,1,1,1,1,297,158,28,101,20,753,883,27,1,
2020,8,1,1,1,1,1,1,1,1,1,298,159,28,103,21,756,885,28,1,
2021,8,1,1,1,1,1,1,1,1,1,299,161,28,104,22,758,887,29,1,
