Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,3,1,1,1,1,1,1,1,1,1,219,27,1,18,9,721,762,9,1,
2013,4,1,1,1,1,1,1,1,1,1,216,212,143,60,9,648,685,1,1,
2014,4,1,1,1,1,1,1,1,1,1,255,145,105,35,3,650,698,39,1,
2015,3,1,1,1,1,1,1,1,1,1,212,221,146,70,4,702,778,47,1,
2016,2,1,1,1,1,1,1,1,1,1,196,234,137,86,10,765,841,112,1,
2017,2,1,1,1,1,1,1,1,1,1,197,234,133,85,9,759,837,114,1,
2018,2,1,1,1,1,1,1,1,1,1,198,237,134,86,10,762,839,117,1,
2019,2,1,1,1,1,1,1,1,1,1,198,240,134,88,10,764,841,121,1,
2020,2,1,1,1,1,1,1,1,1,1,199,243,134,89,10,767,843,124,1,
2021,2,1,1,1,1,1,1,1,1,1,199,246,134,91,11,769,844,128,1,
