Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,13,1,2,4,1,1,1,1,1,1,1558,173,65,102,5,616,755,39,1,
2013,15,1,2,5,1,1,1,1,1,1,1530,181,58,111,10,622,774,41,1,
2014,16,1,2,5,1,1,1,1,1,1,1485,153,39,106,8,673,795,43,1,
2015,16,1,2,4,1,1,1,1,1,1,1456,168,38,121,8,679,789,42,1,
2016,15,1,2,5,1,1,1,1,1,1,1480,162,35,117,8,675,783,39,1,
2017,15,1,2,5,1,1,1,1,1,1,1485,163,35,118,8,676,785,40,1,
2018,15,1,2,5,1,1,1,1,1,1,1489,165,35,120,8,678,786,41,1,
2019,15,1,2,5,1,1,1,1,1,1,1493,167,35,122,8,680,788,42,1,
2020,15,1,2,5,1,1,1,1,1,1,1497,169,35,124,8,682,790,43,1,
2021,15,1,2,5,1,1,1,1,1,1,1501,171,35,126,9,684,792,44,1,
