Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,6,1,1,3,1,1,1,1,1,1,1021,299,91,208,1,690,801,98,1,
2013,7,1,1,3,1,1,1,1,1,1,1068,317,88,228,1,702,770,71,1,
2014,11,1,1,5,1,1,1,1,1,1,1398,267,83,183,1,620,660,33,1,
2015,10,1,1,4,1,1,1,1,1,1,1175,23,18,5,1,565,635,53,1,
2016,9,1,1,4,1,1,1,1,1,1,1149,23,1,10,13,598,620,73,1,
2017,9,1,1,4,1,1,1,1,1,1,1130,25,1,11,13,607,623,73,1,
2018,9,1,1,4,1,1,1,1,1,1,1135,25,1,11,14,608,624,75,1,
2019,9,1,1,4,1,1,1,1,1,1,1138,26,1,11,14,610,625,78,1,
2020,9,1,1,4,1,1,1,1,1,1,1141,26,1,12,14,612,627,80,1,
2021,9,1,1,4,1,1,1,1,1,1,1144,26,1,12,15,613,628,82,1,
