Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,817,1,14,67,172,12,146,38,25,12,23455,229,67,128,32,753,834,71,1,
2013,809,1,17,69,162,11,151,39,25,12,22486,214,67,121,24,762,838,69,2,
2014,804,1,12,71,158,11,146,42,23,14,23523,202,59,118,24,762,842,68,1,
2015,800,1,11,63,165,12,143,44,21,15,23967,210,62,120,27,762,846,69,1,
2016,799,1,15,59,169,11,141,48,20,14,23504,194,51,114,28,768,856,72,2,
2017,804,1,15,60,169,10,141,48,20,14,23546,196,50,115,28,770,857,74,2,
2018,808,1,15,61,171,10,141,48,20,14,23613,198,50,117,29,772,859,76,2,
2019,812,1,15,61,172,10,142,49,20,14,23678,201,50,119,30,775,861,78,2,
2020,816,1,15,62,174,10,142,50,19,14,23743,203,50,121,31,777,863,80,2,
2021,821,1,15,62,175,10,142,50,19,14,23808,206,51,123,32,779,865,82,2,
