Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,6,1,1,1,1,1,1,1,1,1,889,98,6,57,34,737,847,1,1,
2013,5,1,1,1,1,1,1,1,1,1,979,170,29,115,25,709,851,1,1,
2014,5,1,1,1,1,1,1,1,1,1,961,143,24,88,30,744,852,28,1,
2015,5,1,1,1,1,1,1,1,1,1,868,154,31,89,33,789,889,17,1,
2016,5,1,1,1,1,1,1,1,1,1,914,221,54,109,56,803,911,38,1,
2017,5,1,1,1,1,1,1,1,1,1,922,224,53,111,57,799,910,39,1,
2018,5,1,1,1,1,1,1,1,1,1,924,227,53,113,58,802,912,40,1,
2019,5,1,1,1,1,1,1,1,1,1,926,230,53,114,60,804,914,42,1,
2020,5,1,1,1,1,1,1,1,1,1,929,233,53,116,62,807,916,43,1,
2021,5,1,1,1,1,1,1,1,1,1,932,236,53,118,63,809,918,44,1,
