Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,4,1,1,1,1,1,1,1,1,1,1023,208,89,118,1,670,715,13,1,
2013,4,1,1,1,1,1,1,1,1,1,708,353,135,185,32,713,745,21,1,
2014,4,1,1,1,1,1,1,1,1,1,719,436,127,257,51,780,812,13,1,
2015,5,1,1,1,1,1,1,1,1,1,493,417,77,247,93,803,849,20,1,
2016,4,1,1,1,1,1,1,1,1,1,657,345,65,202,77,855,896,18,1,
2017,3,1,1,1,1,1,1,1,1,1,669,348,65,205,77,854,895,18,1,
2018,3,1,1,1,1,1,1,1,1,1,670,353,65,208,79,857,897,18,1,
2019,3,1,1,1,1,1,1,1,1,1,672,357,65,212,82,859,899,19,1,
2020,3,1,1,1,1,1,1,1,1,1,674,361,65,215,84,862,901,19,1,
2021,3,1,1,1,1,1,1,1,1,1,675,366,65,219,86,864,903,20,1,
