Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,13,1,1,2,1,3,3,1,1,1,1266,39,19,17,2,656,700,27,1,
2013,13,1,1,2,1,3,3,1,1,1,1103,58,19,22,16,698,763,25,1,
2014,13,1,1,1,1,3,3,1,1,1,1115,70,30,23,17,694,754,30,1,
2015,15,1,1,2,1,3,4,1,1,1,930,130,51,48,30,763,833,94,1,
2016,12,1,1,1,1,3,4,1,1,1,913,158,63,54,40,761,815,70,1,
2017,11,1,1,0,1,3,3,1,1,1,923,157,61,53,39,753,811,68,1,
2018,11,1,1,0,1,3,3,1,1,1,924,159,61,54,41,757,813,70,1,
2019,11,1,1,0,1,3,3,1,1,1,927,161,61,55,42,759,815,72,1,
2020,12,1,1,0,1,3,3,1,1,1,930,163,61,56,43,761,817,75,1,
2021,12,1,1,0,1,3,3,1,1,1,932,165,61,57,44,763,819,77,1,
