Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,658,1,17,74,64,18,121,41,53,10,30563,42,12,26,2,693,791,72,2,
2013,688,1,16,77,66,17,130,42,53,10,32269,44,14,26,3,677,784,74,2,
2014,700,1,15,77,66,11,133,45,52,11,32355,36,14,19,2,676,790,74,1,
2015,691,1,12,79,67,11,136,43,56,13,32423,43,19,21,3,662,780,70,1,
2016,707,1,15,81,69,13,151,40,52,14,34245,57,25,26,5,647,771,68,1,
2017,711,1,15,81,69,13,150,40,51,13,34366,57,24,26,5,651,773,70,1,
2018,715,1,15,81,70,13,150,41,51,13,34459,58,24,26,5,652,775,72,1,
2019,718,1,15,82,70,13,151,41,50,14,34554,58,24,27,5,654,776,74,1,
2020,722,1,16,82,71,13,151,42,50,14,34649,59,24,27,5,656,778,76,1,
2021,726,1,16,83,71,13,151,42,50,14,34744,60,24,28,5,658,780,78,1,
