Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,71,8,2,14,1,6,5,1,2,6,2902,188,55,122,10,728,888,24,1,
2013,73,7,2,18,1,5,5,1,2,6,2640,174,49,112,12,749,879,25,1,
2014,70,7,3,15,1,6,6,1,2,5,2896,186,38,136,11,769,904,33,6,
2015,74,8,3,15,2,6,6,2,3,7,3029,172,34,127,9,748,900,66,8,
2016,78,7,2,18,1,6,11,1,3,7,3094,208,41,145,21,759,890,80,10,
2017,79,6,2,18,0,6,11,0,2,6,3089,210,41,147,22,764,892,80,9,
2018,79,6,2,18,0,6,11,0,2,6,3100,213,41,149,22,766,894,82,10,
2019,80,6,2,18,0,6,11,0,2,7,3108,215,41,152,23,768,896,84,10,
2020,80,6,2,18,0,6,11,0,2,7,3116,218,41,154,24,770,898,87,10,
2021,81,6,2,19,0,6,11,0,2,7,3125,221,41,157,24,773,900,89,10,
