Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,141,4,1,26,7,4,18,6,12,8,13213,140,36,88,15,619,751,56,3,
2013,145,5,1,24,8,6,18,7,13,9,13271,136,35,88,13,630,767,51,2,
2014,148,4,2,21,7,7,20,8,12,10,13713,161,57,92,11,644,763,42,1,
2015,140,4,2,22,5,6,18,6,12,11,12902,160,58,90,12,660,769,54,4,
2016,154,3,3,26,7,6,17,9,13,14,13851,157,62,83,11,646,758,52,5,
2017,154,3,3,25,7,6,17,9,12,13,13869,159,61,84,11,645,759,53,4,
2018,155,3,3,26,7,6,17,9,12,14,13908,161,61,85,11,648,761,54,4,
2019,156,3,3,26,7,6,17,9,12,14,13947,163,61,87,11,650,762,56,5,
2020,156,3,3,26,7,6,17,9,12,14,13985,165,61,88,12,651,764,57,5,
2021,157,3,3,26,7,6,17,9,12,14,14023,167,61,90,12,653,766,59,5,
