Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,24,1,1,2,1,1,3,1,3,3,1981,256,93,146,16,586,727,30,1,
2013,28,1,1,2,1,1,3,1,3,4,2070,258,94,148,15,600,747,34,1,
2014,27,1,1,2,1,1,2,1,3,4,2024,246,88,137,19,624,741,26,1,
2015,22,1,1,2,1,1,2,1,3,3,1750,159,54,84,21,650,772,23,1,
2016,24,1,1,2,1,1,2,1,3,5,1823,150,57,63,30,653,772,37,1,
2017,24,1,1,2,1,1,2,1,2,5,1827,154,57,65,30,651,771,38,1,
2018,24,1,1,2,1,1,2,1,2,5,1833,156,57,66,31,653,773,39,1,
2019,25,1,1,2,1,1,2,1,2,5,1838,158,57,67,32,655,775,40,1,
2020,25,1,1,2,1,1,2,1,2,5,1843,160,57,68,33,657,777,41,1,
2021,25,1,1,2,1,1,2,1,2,5,1848,162,57,69,34,659,778,42,1,
