Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,3,1,1,1,1,1,1,1,1,1,152,1,1,1,1,782,927,1,1,
2013,4,1,1,1,1,1,1,1,1,1,199,1,1,1,1,793,949,1,1,
2014,5,1,1,1,1,1,1,1,1,1,174,1,1,1,1,827,936,1,1,
2015,4,1,1,1,1,1,1,1,1,1,143,1,1,1,1,783,923,1,1,
2016,4,1,1,1,1,1,1,1,1,1,196,1,1,1,1,734,841,25,1,
2017,4,1,1,1,1,1,1,1,1,1,197,1,1,1,1,742,843,25,1,
2018,4,1,1,1,1,1,1,1,1,1,197,1,1,1,1,743,845,26,1,
2019,4,1,1,1,1,1,1,1,1,1,198,1,1,1,1,745,847,27,1,
2020,4,1,1,1,1,1,1,1,1,1,198,1,1,1,1,747,849,27,1,
2021,4,1,1,1,1,1,1,1,1,1,199,1,1,1,1,750,851,28,1,
