Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,238,1,4,22,15,24,8,11,29,19,33589,249,89,150,9,576,737,50,1,
2013,237,1,4,18,16,26,8,11,26,20,32836,236,83,144,8,579,743,45,1,
2014,230,1,4,19,15,24,8,11,25,19,32186,241,85,146,9,595,747,47,1,
2015,244,1,5,24,17,23,10,11,27,18,33000,241,89,143,9,606,743,49,1,
2016,268,1,5,32,18,24,10,11,24,20,33663,231,91,130,9,606,752,54,1,
2017,269,1,4,31,17,24,9,11,23,20,33778,234,90,132,9,606,754,55,1,
2018,270,1,4,31,18,24,9,11,23,20,33867,237,91,134,9,608,755,57,1,
2019,272,1,5,31,18,24,9,11,23,21,33960,240,91,136,9,610,757,58,1,
2020,273,1,5,31,18,24,9,11,23,21,34053,243,91,139,10,612,759,60,1,
2021,274,1,5,32,18,24,9,11,23,21,34147,246,91,141,10,613,760,62,1,
