Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,6,1,2,1,1,1,1,1,1,1,474,223,35,154,33,827,981,1,1,
2013,5,1,2,1,1,1,1,1,1,1,508,261,51,177,33,826,962,1,1,
2014,5,1,2,1,1,1,1,1,1,1,529,308,24,211,71,805,962,13,1,
2015,5,1,2,1,1,1,1,1,1,1,484,324,28,221,74,770,921,16,1,
2016,8,1,2,2,1,1,1,1,1,1,595,230,11,188,30,781,931,110,1,
2017,8,1,2,2,1,1,1,1,1,1,597,231,10,190,31,788,935,112,1,
2018,8,1,2,2,1,1,1,1,1,1,599,234,10,193,31,790,937,115,1,
2019,8,1,2,2,1,1,1,1,1,1,601,237,10,196,32,792,939,118,1,
2020,8,1,2,2,1,1,1,1,1,1,602,240,10,199,33,794,941,122,1,
2021,8,1,2,2,1,1,1,1,1,1,604,243,10,203,34,797,943,125,1,
