Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,341,2,13,33,33,19,61,11,15,2,10495,87,14,57,14,679,797,50,1,
2013,338,1,14,36,31,18,58,10,13,4,10474,78,18,48,11,691,799,50,1,
2014,343,1,13,38,36,17,58,11,13,4,10429,75,14,50,9,700,810,68,1,
2015,336,1,14,37,36,17,57,10,13,5,10625,82,15,56,10,693,813,72,1,
2016,345,1,15,40,38,17,60,8,13,4,10578,73,14,52,6,691,815,74,1,
2017,348,1,14,40,38,17,60,8,12,3,10607,73,13,52,6,694,816,76,1,
2018,349,1,15,40,38,17,60,8,12,3,10636,74,13,53,6,696,818,78,1,
2019,351,1,15,41,39,17,60,8,12,4,10665,75,13,54,6,698,820,80,1,
2020,353,1,15,41,39,17,60,8,12,4,10695,76,14,55,6,700,822,82,1,
2021,355,1,15,41,39,17,60,8,12,4,10724,77,14,56,6,702,824,85,1,
