Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,830,1,67,17,16,31,326,33,92,25,1826,42,1,42,1,881,938,404,1,
2013,849,1,71,17,18,30,325,40,95,23,1772,41,1,41,1,890,948,465,1,
2014,890,1,73,20,18,33,342,35,94,27,1837,43,1,43,1,907,951,421,1,
2015,970,1,68,22,29,28,381,45,92,29,1996,37,1,37,1,929,959,443,1,
2016,991,1,65,23,26,23,390,59,92,27,2266,30,1,30,1,917,952,489,1,
2017,997,1,66,23,24,23,387,57,91,27,2266,30,1,30,1,917,953,502,1,
2018,1000,1,67,23,25,23,388,58,91,27,2273,31,1,31,1,920,955,516,1,
2019,1006,1,67,23,25,23,389,59,91,27,2279,31,1,31,1,922,958,531,1,
2020,1011,1,68,23,25,23,390,60,90,28,2285,31,1,32,1,925,960,546,1,
2021,1016,1,69,23,25,23,391,60,90,28,2292,32,1,32,1,928,962,561,1,
