Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,586,1,17,47,89,48,112,23,39,11,23425,61,13,34,14,705,814,62,2,
2013,594,1,16,46,86,50,116,25,38,9,23286,70,18,35,16,703,811,63,1,
2014,594,1,18,43,88,52,110,24,39,9,23699,73,15,41,17,703,811,57,2,
2015,588,1,15,41,90,54,108,25,39,10,24077,78,23,43,11,684,798,60,2,
2016,596,1,16,41,89,53,104,25,39,11,24023,77,21,47,8,693,807,67,1,
2017,600,1,16,41,89,52,104,25,38,10,24024,77,20,47,8,697,809,68,1,
2018,603,1,16,41,90,52,104,25,38,11,24096,78,20,48,8,699,811,70,1,
2019,606,1,16,42,91,52,104,25,38,11,24162,79,20,49,8,701,813,72,1,
2020,609,1,16,42,91,53,105,26,38,11,24228,80,20,50,9,703,815,74,1,
2021,613,1,17,42,92,53,105,26,38,11,24295,81,20,50,9,705,816,76,1,
