Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,53,5,2,11,2,2,5,2,2,2,2520,96,49,46,1,665,767,113,1,
2013,60,4,2,14,2,2,5,2,3,3,2601,103,48,51,3,682,789,111,1,
2014,62,4,2,16,3,3,4,1,2,3,2485,126,56,66,3,703,804,114,5,
2015,65,4,3,16,6,2,3,1,3,2,2462,135,58,69,6,726,816,128,5,
2016,63,4,3,15,6,2,2,1,3,2,2295,80,8,62,9,685,800,122,7,
2017,63,4,2,15,5,2,2,1,2,2,2309,81,7,63,8,684,801,125,7,
2018,63,4,2,15,5,2,2,1,2,2,2315,81,7,64,9,686,802,128,7,
2019,64,4,2,15,5,2,2,1,2,2,2321,83,7,65,9,688,804,132,7,
2020,64,4,2,15,5,2,2,1,2,2,2328,84,7,66,9,690,806,135,7,
2021,64,4,2,15,5,2,2,1,2,2,2334,85,7,67,10,692,808,139,7,
