Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,16,1,1,1,1,2,5,1,1,1,923,75,7,45,22,817,874,132,3,
2013,15,1,1,1,1,3,3,1,1,1,951,136,6,104,26,818,883,101,13,
2014,15,1,1,1,1,2,3,1,1,1,917,150,13,104,32,837,900,115,15,
2015,15,1,1,1,1,2,3,1,1,1,847,154,23,103,27,832,896,121,18,
2016,14,1,1,1,1,2,2,1,1,1,859,168,24,110,33,828,901,160,17,
2017,14,1,1,1,1,2,2,1,1,1,862,171,23,112,34,831,903,164,17,
2018,14,1,1,1,1,2,2,1,1,1,864,173,23,114,35,833,905,169,17,
2019,14,1,1,1,1,2,2,1,1,1,867,175,23,115,36,836,907,173,18,
2020,14,1,1,1,1,2,2,1,1,1,869,177,23,117,37,838,909,178,18,
2021,14,1,1,1,1,2,2,1,1,1,871,179,23,119,38,841,911,183,18,
