Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,134,1,1,7,7,6,17,1,4,11,11749,196,70,120,5,661,776,42,1,
2013,141,1,1,7,10,6,20,1,4,11,11399,200,66,127,6,683,781,41,1,
2014,140,1,2,6,10,6,18,1,5,11,11292,232,74,146,11,669,780,39,4,
2015,154,1,2,9,11,6,18,2,7,17,11466,257,108,137,11,651,742,48,4,
2016,154,1,3,13,10,7,17,4,7,13,11611,242,95,132,15,659,752,51,4,
2017,154,1,3,12,9,7,17,3,6,12,11642,244,93,134,15,663,756,52,4,
2018,155,1,3,12,10,7,17,3,6,12,11673,247,93,136,16,665,757,53,4,
2019,155,1,3,12,10,7,17,3,6,12,11705,250,93,139,16,667,759,55,4,
2020,156,1,3,12,10,7,17,3,6,12,11737,253,93,141,17,669,761,56,4,
2021,157,1,3,12,10,7,17,3,6,12,11769,256,93,143,17,671,762,58,4,
