Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,122,1,4,24,4,14,8,4,11,6,7735,129,33,79,16,719,823,59,1,
2013,123,1,4,27,4,13,10,5,11,5,7901,134,40,81,12,705,822,52,1,
2014,123,1,4,31,3,13,10,4,11,6,7740,158,47,98,12,710,819,71,7,
2015,123,1,4,28,3,13,9,6,11,6,7549,128,32,86,8,716,830,75,7,
2016,124,1,3,29,3,15,7,4,12,6,8008,118,29,82,6,723,836,76,8,
2017,124,1,3,29,3,15,7,3,11,6,8022,120,29,83,6,724,837,78,8,
2018,125,1,3,30,3,15,7,3,11,6,8046,121,29,85,6,726,839,80,8,
2019,126,1,3,30,3,15,7,3,11,6,8068,123,29,86,6,728,841,82,8,
2020,126,1,3,30,3,15,7,3,11,6,8090,124,29,87,6,731,843,84,8,
2021,127,1,3,30,3,15,7,4,11,6,8113,126,29,89,7,733,844,87,9,
