Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,23,1,1,3,1,1,3,1,1,2,2823,236,114,114,8,590,721,52,1,
2013,25,1,1,3,1,2,3,1,1,2,2762,162,87,68,6,584,704,47,1,
2014,25,1,1,3,1,2,3,1,1,2,2680,200,110,80,8,611,712,55,1,
2015,24,1,1,2,1,2,3,1,1,2,2626,208,120,79,8,618,719,60,1,
2016,22,1,1,1,1,2,3,1,1,2,2549,225,118,93,13,635,733,47,1,
2017,22,1,1,1,1,2,3,1,1,2,2550,227,117,94,13,636,734,48,1,
2018,22,1,1,1,1,2,3,1,1,2,2558,230,117,96,13,638,735,49,1,
2019,22,1,1,1,1,2,3,1,1,2,2565,233,117,97,14,640,737,50,1,
2020,22,1,1,1,1,2,3,1,1,2,2572,236,117,99,14,641,739,52,1,
2021,22,1,1,1,1,2,3,1,1,2,2579,239,117,101,14,643,740,53,1,
