Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,1,1,1,1,1,1,1,1,1,1,73,315,95,164,54,712,767,1,1,
2013,1,1,1,1,1,1,1,1,1,1,72,319,125,138,55,694,763,1,1,
2014,1,1,1,1,1,1,1,1,1,1,100,260,130,90,40,730,770,1,1,
2015,1,1,1,1,1,1,1,1,1,1,100,250,110,80,60,770,810,1,1,
2016,1,1,1,1,1,1,1,1,1,1,85,235,94,47,94,788,811,1,1,
2017,1,1,1,1,1,1,1,1,1,1,85,239,94,48,94,784,810,1,1,
2018,1,1,1,1,1,1,1,1,1,1,85,241,94,48,97,787,812,1,1,
2019,1,1,1,1,1,1,1,1,1,1,85,244,94,49,100,790,814,1,1,
2020,1,1,1,1,1,1,1,1,1,1,85,247,94,50,103,792,815,1,1,
2021,1,1,1,1,1,1,1,1,1,1,86,251,94,51,106,794,817,1,1,
