Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,401,1,7,79,27,17,65,15,33,15,12498,27,7,16,3,675,776,49,1,
2013,403,1,10,78,25,18,61,14,30,17,12751,37,9,20,7,672,788,50,1,
2014,412,1,14,72,27,20,66,16,31,16,11995,26,3,18,5,690,799,45,1,
2015,422,1,17,71,32,22,69,19,30,14,11855,25,3,16,5,691,809,61,1,
2016,429,1,19,70,32,21,71,19,27,17,11673,33,3,22,7,703,815,69,1,
2017,433,1,18,71,31,20,71,18,27,17,11694,33,3,22,7,705,816,70,1,
2018,434,1,18,71,32,20,71,19,26,17,11728,33,3,22,7,707,818,72,1,
2019,437,1,19,72,32,20,71,19,26,18,11760,34,3,23,7,709,819,74,1,
2020,439,1,19,72,32,20,71,19,26,18,11792,34,3,23,7,711,821,76,1,
2021,441,1,19,73,32,20,71,19,26,18,11824,35,3,23,8,713,823,78,1,
