Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,266,2,7,28,20,12,32,8,7,4,16565,106,37,55,13,709,815,61,1,
2013,260,3,6,29,17,14,29,9,7,3,16582,127,43,65,18,718,833,48,1,
2014,244,2,5,27,17,12,26,9,6,3,16904,127,38,71,17,714,840,53,3,
2015,249,3,6,29,18,13,26,9,6,1,16797,138,43,76,18,715,836,49,2,
2016,247,3,7,33,16,12,26,6,8,1,16907,151,49,83,18,722,837,53,4,
2017,247,2,6,32,16,11,26,6,7,1,16982,152,48,84,18,724,839,54,4,
2018,249,2,6,33,16,11,26,6,7,1,17025,154,48,85,18,726,841,56,4,
2019,250,2,6,33,16,11,26,6,7,1,17072,156,48,87,19,728,842,57,4,
2020,251,2,7,33,16,11,26,6,7,1,17119,158,48,88,19,730,844,59,4,
2021,253,2,7,33,16,11,26,6,7,1,17166,160,48,89,20,732,846,61,4,
