Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,23,1,1,5,1,1,2,1,1,1,2376,110,33,54,22,674,818,73,3,
2013,20,1,1,4,1,1,2,1,1,1,2338,108,35,54,18,672,811,68,4,
2014,22,1,1,4,1,1,2,1,1,1,2253,99,36,44,18,676,798,69,3,
2015,21,1,1,2,1,1,2,1,2,1,2154,60,12,37,11,707,805,71,5,
2016,18,1,1,1,1,1,2,1,2,1,2151,57,16,36,5,707,807,70,2,
2017,18,1,1,1,1,1,2,1,1,1,2150,58,16,36,5,704,808,71,2,
2018,18,1,1,1,1,1,2,1,1,1,2158,59,16,37,5,707,810,74,2,
2019,18,1,1,1,1,1,2,1,1,1,2163,60,16,37,5,709,812,76,2,
2020,18,1,1,1,1,1,2,1,1,1,2169,60,16,38,5,711,814,78,2,
2021,18,1,1,1,1,1,2,1,1,1,2175,61,16,39,5,713,815,80,2,
