Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,1116,1,59,61,53,50,265,52,123,56,22050,31,7,21,2,670,754,141,1,
2013,1195,1,55,62,62,50,291,51,125,59,23440,33,8,22,3,681,755,130,1,
2014,1227,1,60,59,63,53,297,51,121,56,24860,48,15,30,3,679,757,130,1,
2015,1248,2,61,59,68,50,296,56,124,65,26139,47,15,28,3,694,763,124,1,
2016,1304,2,70,64,75,48,304,54,135,67,28265,66,27,37,1,691,757,125,1,
2017,1312,1,70,64,75,48,305,54,133,66,28293,67,27,37,1,691,758,128,1,
2018,1318,1,71,65,75,48,305,54,133,67,28376,67,27,38,1,693,760,132,1,
2019,1325,1,72,65,76,48,306,55,133,68,28453,68,27,39,1,695,761,136,1,
2020,1332,1,72,66,77,48,307,56,132,69,28531,69,27,39,1,697,763,140,1,
2021,1339,1,73,66,77,48,308,56,132,69,28610,70,27,40,1,699,765,144,1,
