Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,56,1,1,18,2,5,4,1,5,1,980,184,132,52,1,591,685,20,1,
2013,62,1,1,22,1,5,6,1,5,1,976,192,137,55,1,582,686,10,1,
2014,63,1,1,21,2,5,6,1,5,3,881,232,166,65,1,592,716,20,1,
2015,62,1,1,18,2,5,7,1,6,3,910,180,141,38,1,595,693,25,1,
2016,68,1,1,20,2,6,8,1,8,3,955,120,96,24,1,612,714,29,1,
2017,68,1,1,20,2,6,7,1,7,3,950,122,96,24,1,613,717,29,1,
2018,69,1,1,20,2,6,7,1,7,3,953,124,96,25,1,615,718,30,1,
2019,69,1,1,21,2,6,7,1,7,3,956,125,96,25,1,617,720,31,1,
2020,69,1,1,21,2,6,7,1,7,3,959,127,96,26,1,619,721,32,1,
2021,70,1,1,21,2,6,7,1,7,3,961,129,96,26,1,620,723,33,1,
