Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,59,1,1,13,2,5,5,2,3,7,3254,81,32,32,16,722,809,70,2,
2013,62,1,2,12,1,6,6,2,2,8,3200,95,33,49,13,718,811,78,5,
2014,63,1,1,11,2,6,7,2,2,6,3219,104,36,55,12,710,811,84,3,
2015,65,1,1,10,2,6,6,2,2,9,3544,113,32,69,11,711,804,68,3,
2016,74,1,1,11,3,6,6,2,3,10,3515,92,23,58,10,704,803,69,3,
2017,73,1,1,11,3,6,6,2,2,9,3524,92,23,58,10,706,805,71,3,
2018,74,1,1,11,3,6,6,2,2,9,3533,93,23,59,10,708,807,73,3,
2019,74,1,1,11,3,6,6,2,2,9,3542,94,23,60,10,710,808,75,3,
2020,75,1,1,11,3,6,6,2,2,9,3552,96,23,61,11,712,810,77,3,
2021,75,1,1,11,3,6,6,2,2,9,3562,97,23,62,11,714,812,80,3,
